index,site_path_timestamp,floor,x,y
19,5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,113.00673,132.10338
20,5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,116.463806,133.03621
21,5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,114.58752,137.88802
22,5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,114.58752,137.88802
23,5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,112.23156,148.27547
24,5a0546857ecc773753327266_6d89334316127640cff99800_0000000000012,-1,116.420204,112.66697
25,5a0546857ecc773753327266_6d89334316127640cff99800_0000000008432,-1,117.6351,102.007095
26,5a0546857ecc773753327266_6d89334316127640cff99800_0000000017044,-1,121.42007,106.42164
27,5a0546857ecc773753327266_6d89334316127640cff99800_0000000027938,-1,116.420204,112.66697
28,5a0546857ecc773753327266_6d89334316127640cff99800_0000000034373,-1,118.15209,118.69217
29,5a0546857ecc773753327266_6d89334316127640cff99800_0000000043333,-1,116.420204,112.66697
30,5a0546857ecc773753327266_6d89334316127640cff99800_0000000050678,-1,121.42007,106.42164
31,5a0546857ecc773753327266_6d89334316127640cff99800_0000000059402,-1,125.81195,110.23525
32,5a0546857ecc773753327266_6d89334316127640cff99800_0000000069531,-1,121.27577,113.63772
33,5a0546857ecc773753327266_6d89334316127640cff99800_0000000075470,-1,118.15209,118.69217
34,5a0546857ecc773753327266_6d89334316127640cff99800_0000000081216,-1,126.30325,117.014626
35,5a0546857ecc773753327266_6d89334316127640cff99800_0000000086153,-1,131.37482,119.5726
36,5a0546857ecc773753327266_6d89334316127640cff99800_0000000092213,-1,131.26186,114.58519
37,5a0546857ecc773753327266_6d89334316127640cff99800_0000000099654,-1,126.30325,117.014626
38,5a0546857ecc773753327266_6d89334316127640cff99800_0000000105397,-1,126.30325,117.014626
39,5a0546857ecc773753327266_6d89334316127640cff99800_0000000111847,-1,126.30325,117.014626
40,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000000014,-1,153.59499,117.09577
41,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000006406,-1,159.3829,124.66329
42,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000011418,-1,159.3829,124.66329
43,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000019036,-1,161.38524,135.60426
44,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000023914,-1,162.76183,143.48042
45,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000030256,-1,162.76183,143.48042
46,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000036389,-1,161.38524,135.60426
47,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000044694,-1,159.3829,124.66329
48,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000051411,-1,165.24812,122.21746
49,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000055875,-1,164.34431,119.4901
50,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000059765,-1,163.38687,115.33085
51,5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000065408,-1,158.1727,116.04856
52,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000000009,-1,153.59499,117.09577
53,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000006159,-1,159.21483,120.76055
54,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000011244,-1,159.3829,124.66329
55,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000019681,-1,159.3829,124.66329
56,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000026834,-1,159.3829,124.66329
57,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000034295,-1,159.3829,124.66329
58,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000040360,-1,159.3829,124.66329
59,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000048661,-1,161.38524,135.60426
60,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000054360,-1,157.16997,136.42146
61,5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000060622,-1,162.76183,143.48042
62,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000000014,-1,161.38524,135.60426
63,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000006516,-1,161.38524,135.60426
64,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000020203,-1,161.38524,135.60426
65,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000029020,-1,165.24812,122.21746
66,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000036434,-1,159.3829,124.66329
67,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000043124,-1,165.24812,122.21746
68,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000049516,-1,159.3829,124.66329
69,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000057694,-1,164.34431,119.4901
70,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000063266,-1,159.21483,120.76055
71,5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000070593,-1,163.38687,115.33085
72,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000000007,-1,116.57181,168.49146
73,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000011251,-1,109.09635,170.25496
74,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000021023,-1,109.09635,170.25496
75,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000030227,-1,116.57181,168.49146
76,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000043595,-1,115.2423,160.89748
77,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000052351,-1,114.33501,156.84224
78,5a0546857ecc773753327266_bd0f2c8626679895f3338ca5_0000000064054,-1,120.47334,155.73494
79,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000000007,-1,210.00066,161.22491
80,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000018454,-1,206.10878,167.22223
81,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000030106,-1,210.61441,172.55766
82,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000040085,-1,210.61441,172.55766
83,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000046791,-1,210.61441,172.55766
84,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000055058,-1,210.61441,172.55766
85,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000066192,-1,206.10878,167.22223
86,5a0546857ecc773753327266_bd5921cd1008382e2f537b53_0000000074724,-1,204.5289,162.11609
87,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000000010,-1,154.84944,75.82124
88,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000007487,-1,154.68399,81.80792
89,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000023127,-1,151.99818,81.02271
90,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000031641,-1,146.07811,76.74492
91,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000046308,-1,141.92305,82.46128
92,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000056118,-1,141.20386,78.13503
93,5a0546857ecc773753327266_d592885af4e6e380c376dc55_0000000067500,-1,141.92305,82.46128
94,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000000007,-1,126.358284,170.22458
95,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000009294,-1,118.407845,174.66547
96,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000019971,-1,127.13033,174.04752
97,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000026997,-1,129.17273,179.81265
98,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000035117,-1,133.57469,186.1963
99,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000041230,-1,130.5573,186.97527
100,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000051634,-1,131.95853,179.4169
101,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000060483,-1,127.13033,174.04752
102,5a0546857ecc773753327266_ffcd9524c80c0fa5bb859eaf_0000000067146,-1,132.51923,173.33537
103,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,93.72847,97.94886
104,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,85.36019,99.07578
105,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,87.16283,104.45055
106,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,88.779945,108.93324
107,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,89.6953,111.9178
108,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,81.65774,110.50909
109,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,88.779945,108.93324
110,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,80.7184,107.19711
111,5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,85.36019,99.07578
112,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,83.8521,13.329343
113,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,90.2409,15.865253
114,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,83.8521,13.329343
115,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,78.233154,12.855333
116,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,83.375114,18.09601
117,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,89.63533,19.018911
118,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,90.2409,15.865253
119,5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,83.375114,18.09601
120,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,85.68334,60.998093
121,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,92.69934,45.690407
122,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,94.60352,52.837387
123,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,87.31953,46.4268
124,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,84.32223,54.582897
125,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000050947,0,85.68334,60.998093
126,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000064333,0,89.44682,53.635418
127,5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000071770,0,94.60352,52.837387
128,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000000010,0,46.933235,119.70596
129,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000006961,0,53.489666,112.05311
130,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000013051,0,61.397137,113.81311
131,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000019370,0,60.881638,110.81951
132,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000027427,0,53.489666,112.05311
133,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000033372,0,46.544464,116.09934
134,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000046249,0,39.129612,113.79584
135,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000055236,0,52.858997,107.81212
136,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000062606,0,59.998547,106.71289
137,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000071831,0,59.998547,106.71289
138,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000080815,0,52.858997,107.81212
139,5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000087232,0,45.537014,109.046074
140,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000000009,0,14.7083,119.826035
141,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000007022,0,19.62018,121.281136
142,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000012073,0,23.793947,120.53243
143,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000016344,0,27.262962,119.99679
144,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000021335,0,30.47678,118.276726
145,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000029226,0,27.262962,119.99679
146,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000035850,0,27.262962,119.99679
147,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000043355,0,23.793947,120.53243
148,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000049672,0,22.416666,124.656975
149,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000057036,0,19.62018,121.281136
150,5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000061607,0,20.012032,123.33088
151,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000000010,0,88.779945,108.93324
152,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000006597,0,96.38958,112.475685
153,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000012043,0,107.48259,112.09249
154,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000016388,0,107.48259,112.09249
155,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000022345,0,112.11086,115.46303
156,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000029746,0,115.126366,111.06269
157,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000041215,0,110.54808,107.762535
158,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000057771,0,106.74345,103.48345
159,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000065216,0,107.48259,112.09249
160,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000074453,0,110.54808,107.762535
161,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000080138,0,107.48259,112.09249
162,5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000088849,0,112.0307,122.628876
163,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000000012,0,97.13713,81.38282
164,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000010362,0,92.68435,71.180305
165,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000016791,0,91.84893,67.7045
166,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000021695,0,91.84893,67.7045
167,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000035250,0,86.71601,68.52682
168,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000042252,0,92.68435,71.180305
169,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000050072,0,92.68435,71.180305
170,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000057094,0,92.15355,74.64198
171,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000063488,0,97.13713,81.38282
172,5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000072612,0,98.92425,73.77937
173,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000000014,0,44.431755,62.92395
174,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000017454,0,37.9915,63.68824
175,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000031033,0,36.78489,56.88805
176,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000038874,0,29.539827,57.65637
177,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000047679,0,28.659544,52.6036
178,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000059489,0,25.288015,56.02957
179,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000071022,0,36.78489,56.88805
180,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000079845,0,37.9915,63.68824
181,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000088039,0,41.07576,59.885334
182,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000096648,0,41.40894,67.44742
183,5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000103974,0,41.40894,67.44742
184,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000000009,0,75.20755,115.304756
185,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000005541,0,74.88362,119.25385
186,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000014942,0,74.88362,119.25385
187,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000023532,0,77.88634583,129.6403781
188,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000030858,0,76.5208431,131.4863182
189,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000036111,0,75.87710377,128.3269662
190,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000043969,0,74.88362,119.25385
191,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000054654,0,72.42186,119.3397
192,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000063637,0,72.42186,119.3397
193,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000071393,0,72.42186,119.3397
194,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000080377,0,78.81890388,127.565723
195,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000086270,0,76.17177171,129.3220819
196,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000094748,0,74.88362,119.25385
197,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000103194,0,74.88362,119.25385
198,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000110714,0,72.42186,119.3397
199,5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000120283,0,68.79678,116.095894
200,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000000008,0,86.71601,68.52682
201,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000006034,0,86.71601,68.52682
202,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000014821,0,84.32223,54.582897
203,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000023631,0,90.57245,60.509937
204,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000030734,0,95.36641,59.9246
205,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000039714,0,96.86609,66.91944
206,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000047119,0,92.68435,71.180305
207,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000063173,0,86.71601,68.52682
208,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000073171,0,91.84893,67.7045
209,5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000081482,0,96.20914,74.4394
210,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000000011,0,83.99041,24.344387
211,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000006627,0,82.68305,31.692677
212,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000011295,0,89.95928,30.640676
213,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000019588,0,86.14994,41.185394
214,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000026291,0,92.69934,45.690407
215,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000036677,0,91.10778,35.83746
216,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000045313,0,86.14994,41.185394
217,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000054032,0,86.33054,37.311512
218,5a0546857ecc773753327266_ce80c08d743f15e6586741f6_0000000066037,0,91.7962,40.257015
219,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000000015,0,44.431755,62.92395
220,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000009598,0,41.07576,59.885334
221,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000013911,0,36.78489,56.88805
222,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000018324,0,32.132465,54.73742
223,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000023100,0,32.132465,54.73742
224,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000029638,0,29.539827,57.65637
225,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000035233,0,29.539827,57.65637
226,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000039284,0,34.200024,60.750465
227,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000043133,0,37.9915,63.68824
228,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000046927,0,39.87389,66.496704
229,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000058470,0,43.501205,56.04815
230,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000069418,0,34.200024,60.750465
231,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000078684,0,32.132465,54.73742
232,5a0546857ecc773753327266_d6e09245089299ec8e5173e7_0000000087361,0,29.539827,57.65637
233,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000000012,0,80.7184,107.19711
234,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000008101,0,74.53447,112.694176
235,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000016625,0,68.79678,116.095894
236,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000027280,0,62.069416,117.01872
237,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000034508,0,61.397137,113.81311
238,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000043179,0,67.42981,109.07856
239,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000049848,0,68.261925,113.6984
240,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000058825,0,74.53447,112.694176
241,5a0546857ecc773753327266_de9cef0d69383e47bd74a64c_0000000072373,0,81.65774,110.50909
242,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000000011,0,26.740309,87.99047
243,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000009111,0,30.450274,93.645256
244,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000016739,0,24.605448,99.25056
245,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000025749,0,31.547926,99.100555
246,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000036143,0,25.401049,103.911095
247,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000046340,0,32.448902,107.06557
248,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000057355,0,25.321028,111.482285
249,5a0546857ecc773753327266_e91afaba9603500e8e28a454_0000000063272,0,26.045475,108.016556
250,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000000008,0,59.998547,106.71289
251,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000004710,0,59.998547,106.71289
252,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000014996,0,53.489666,112.05311
253,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000019825,0,53.489666,112.05311
254,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000030158,0,46.544464,116.09934
255,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000037609,0,46.146442,112.24871
256,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000047305,0,53.489666,112.05311
257,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000054645,0,53.489666,112.05311
258,5a0546857ecc773753327266_ea777463a91a1293fc79fc52_0000000065212,0,61.397137,113.81311
259,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000000010,0,59.998547,106.71289
260,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000009321,0,66.75473,105.76608
261,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000017696,0,79.662285,102.766754
262,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000025072,0,85.36019,99.07578
263,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000033604,0,87.16283,104.45055
264,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000038147,0,88.779945,108.93324
265,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000042442,0,89.6953,111.9178
266,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000052892,0,75.20755,115.304756
267,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000059258,0,74.53447,112.694176
268,5a0546857ecc773753327266_ec9aee8ee72b1902bd83edf5_0000000068965,0,81.65774,110.50909
269,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000000008,1,92.213844,71.62926
270,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000009704,1,96.121086,72.61715
271,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000018259,1,104.4725998,70.16115663
272,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000022280,1,104.9436811,71.67760009
273,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000032917,1,95.93737,73.617744
274,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000042729,1,87.72092,73.82469
275,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000049490,1,91.02822,70.98973
276,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000061558,1,96.121086,72.61715
277,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000070467,1,104.508611,69.95215151
278,5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000074332,1,105.5144987,72.01741399
